job_id,battery,scenario_id,family,n,p,method,data_seed,split_seed,method_seed,bootstrap_seed,split_replicate,signal_profile,effect_profile,group_structure,within_rho,cross_rho,binomial_target_prevalence,reuse_from_battery,run_this,paired_binary_scenario_id,paired_binary_job_id,paired_binary_fit_seed
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_11,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180011,1180011,1180011,11,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0011,1180011
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_12,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180012,1180012,1180012,12,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0012,1180012
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_13,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180013,1180013,1180013,13,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0013,1180013
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_14,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180014,1180014,1180014,14,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0014,1180014
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_15,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180015,1180015,1180015,15,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0015,1180015
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_16,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180016,1180016,1180016,16,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0016,1180016
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_17,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180017,1180017,1180017,17,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0017,1180017
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_18,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180018,1180018,1180018,18,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0018,1180018
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_19,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180019,1180019,1180019,19,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0019,1180019
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_20,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180020,1180020,1180020,20,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0020,1180020
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_21,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180021,1180021,1180021,21,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0021,1180021
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_22,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180022,1180022,1180022,22,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0022,1180022
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_23,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180023,1180023,1180023,23,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0023,1180023
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_24,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180024,1180024,1180024,24,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0024,1180024
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_25,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180025,1180025,1180025,25,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0025,1180025
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_26,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180026,1180026,1180026,26,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0026,1180026
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_27,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180027,1180027,1180027,27,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0027,1180027
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_28,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180028,1180028,1180028,28,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0028,1180028
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_29,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180029,1180029,1180029,29,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0029,1180029
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_30,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180030,1180030,1180030,30,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0030,1180030
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_31,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180031,1180031,1180031,31,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0031,1180031
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_32,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180032,1180032,1180032,32,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0032,1180032
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_33,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180033,1180033,1180033,33,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0033,1180033
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_34,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180034,1180034,1180034,34,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0034,1180034
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_35,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180035,1180035,1180035,35,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0035,1180035
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_36,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180036,1180036,1180036,36,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0036,1180036
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_37,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180037,1180037,1180037,37,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0037,1180037
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_38,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180038,1180038,1180038,38,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0038,1180038
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_39,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180039,1180039,1180039,39,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0039,1180039
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_40,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180040,1180040,1180040,40,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0040,1180040
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_41,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180041,1180041,1180041,41,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0041,1180041
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_42,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180042,1180042,1180042,42,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0042,1180042
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_43,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180043,1180043,1180043,43,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0043,1180043
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_44,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180044,1180044,1180044,44,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0044,1180044
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_45,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180045,1180045,1180045,45,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0045,1180045
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_46,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180046,1180046,1180046,46,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0046,1180046
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_47,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180047,1180047,1180047,47,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0047,1180047
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_48,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180048,1180048,1180048,48,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0048,1180048
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_49,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180049,1180049,1180049,49,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0049,1180049
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_50,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180050,1180050,1180050,50,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0050,1180050
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_51,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180051,1180051,1180051,51,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0051,1180051
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_52,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180052,1180052,1180052,52,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0052,1180052
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_53,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180053,1180053,1180053,53,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0053,1180053
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_54,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180054,1180054,1180054,54,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0054,1180054
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_55,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180055,1180055,1180055,55,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0055,1180055
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_56,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180056,1180056,1180056,56,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0056,1180056
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_57,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180057,1180057,1180057,57,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0057,1180057
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_58,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180058,1180058,1180058,58,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0058,1180058
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_59,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180059,1180059,1180059,59,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0059,1180059
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_60,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180060,1180060,1180060,60,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0060,1180060
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_61,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180061,1180061,1180061,61,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0061,1180061
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_62,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180062,1180062,1180062,62,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0062,1180062
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_63,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180063,1180063,1180063,63,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0063,1180063
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_64,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180064,1180064,1180064,64,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0064,1180064
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_65,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180065,1180065,1180065,65,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0065,1180065
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_66,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180066,1180066,1180066,66,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0066,1180066
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_67,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180067,1180067,1180067,67,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0067,1180067
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_68,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180068,1180068,1180068,68,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0068,1180068
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_69,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180069,1180069,1180069,69,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0069,1180069
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_70,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180070,1180070,1180070,70,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0070,1180070
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_71,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180071,1180071,1180071,71,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0071,1180071
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_72,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180072,1180072,1180072,72,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0072,1180072
